NAME,RT,C,1,"Record Type"
VAL,RT,C,1,"H","H","Housing Record or Group Quarters Unit"
VAL,RT,C,1,"P","P","Person Record"
NAME,SERIALNO,C,13,"Housing unit/GQ person serial number"
VAL,SERIALNO,C,13,"2021GQ0000001","2021GQ9999999","GQ Unique identifier"
VAL,SERIALNO,C,13,"2021HU0000001","2021HU9999999","HU Unique identifier"
NAME,DIVISION,C,1,"Division code based on 2010 Census definitions"
VAL,DIVISION,C,1,"0","0","Puerto Rico"
VAL,DIVISION,C,1,"1","1","New England (Northeast region)"
VAL,DIVISION,C,1,"2","2","Middle Atlantic (Northeast region)"
VAL,DIVISION,C,1,"3","3","East North Central (Midwest region)"
VAL,DIVISION,C,1,"4","4","West North Central (Midwest region)"
VAL,DIVISION,C,1,"5","5","South Atlantic (South region)"
VAL,DIVISION,C,1,"6","6","East South Central (South region)"
VAL,DIVISION,C,1,"7","7","West South Central (South Region)"
VAL,DIVISION,C,1,"8","8","Mountain (West region)"
VAL,DIVISION,C,1,"9","9","Pacific (West region)"
NAME,PUMA,C,5,"Public use microdata area code (PUMA) based on 2010 Census definition (areas with population of 100,000 or more, use with ST for unique code)"
VAL,PUMA,C,5,"00100","70301","Public use microdata area codes"
NAME,REGION,C,1,"Region code based on 2010 Census definitions"
VAL,REGION,C,1,"1","1","Northeast"
VAL,REGION,C,1,"2","2","Midwest"
VAL,REGION,C,1,"3","3","South"
VAL,REGION,C,1,"4","4","West"
VAL,REGION,C,1,"9","9","Puerto Rico"
NAME,ST,C,2,"State Code based on 2010 Census definitions"
VAL,ST,C,2,"01","01","Alabama/AL"
VAL,ST,C,2,"02","02","Alaska/AK"
VAL,ST,C,2,"04","04","Arizona/AZ"
VAL,ST,C,2,"05","05","Arkansas/AR"
VAL,ST,C,2,"06","06","California/CA"
VAL,ST,C,2,"08","08","Colorado/CO"
VAL,ST,C,2,"09","09","Connecticut/CT"
VAL,ST,C,2,"10","10","Delaware/DE"
VAL,ST,C,2,"11","11","District of Columbia/DC"
VAL,ST,C,2,"12","12","Florida/FL"
VAL,ST,C,2,"13","13","Georgia/GA"
VAL,ST,C,2,"15","15","Hawaii/HI"
VAL,ST,C,2,"16","16","Idaho/ID"
VAL,ST,C,2,"17","17","Illinois/IL"
VAL,ST,C,2,"18","18","Indiana/IN"
VAL,ST,C,2,"19","19","Iowa/IA"
VAL,ST,C,2,"20","20","Kansas/KS"
VAL,ST,C,2,"21","21","Kentucky/KY"
VAL,ST,C,2,"22","22","Louisiana/LA"
VAL,ST,C,2,"23","23","Maine/ME"
VAL,ST,C,2,"24","24","Maryland/MD"
VAL,ST,C,2,"25","25","Massachusetts/MA"
VAL,ST,C,2,"26","26","Michigan/MI"
VAL,ST,C,2,"27","27","Minnesota/MN"
VAL,ST,C,2,"28","28","Mississippi/MS"
VAL,ST,C,2,"29","29","Missouri/MO"
VAL,ST,C,2,"30","30","Montana/MT"
VAL,ST,C,2,"31","31","Nebraska/NE"
VAL,ST,C,2,"32","32","Nevada/NV"
VAL,ST,C,2,"33","33","New Hampshire/NH"
VAL,ST,C,2,"34","34","New Jersey/NJ"
VAL,ST,C,2,"35","35","New Mexico/NM"
VAL,ST,C,2,"36","36","New York/NY"
VAL,ST,C,2,"37","37","North Carolina/NC"
VAL,ST,C,2,"38","38","North Dakota/ND"
VAL,ST,C,2,"39","39","Ohio/OH"
VAL,ST,C,2,"40","40","Oklahoma/OK"
VAL,ST,C,2,"41","41","Oregon/OR"
VAL,ST,C,2,"42","42","Pennsylvania/PA"
VAL,ST,C,2,"44","44","Rhode Island/RI"
VAL,ST,C,2,"45","45","South Carolina/SC"
VAL,ST,C,2,"46","46","South Dakota/SD"
VAL,ST,C,2,"47","47","Tennessee/TN"
VAL,ST,C,2,"48","48","Texas/TX"
VAL,ST,C,2,"49","49","Utah/UT"
VAL,ST,C,2,"50","50","Vermont/VT"
VAL,ST,C,2,"51","51","Virginia/VA"
VAL,ST,C,2,"53","53","Washington/WA"
VAL,ST,C,2,"54","54","West Virginia/WV"
VAL,ST,C,2,"55","55","Wisconsin/WI"
VAL,ST,C,2,"56","56","Wyoming/WY"
VAL,ST,C,2,"72","72","Puerto Rico/PR"
NAME,ADJHSG,C,7,"Adjustment factor for housing dollar amounts (6 implied decimal places)"
VAL,ADJHSG,C,7,"1000000","1000000","2021 factor (1.000000)"
NAME,ADJINC,C,7,"Adjustment factor for income and earnings dollar amounts (6 implied decimal places)"
VAL,ADJINC,C,7,"1029928","1029928","2021 factor (1.029928)"
NAME,WGTP,N,5,"Housing Unit Weight"
VAL,WGTP,N,5,0,0,"Group quarters place holder record"
VAL,WGTP,N,5,1,9999,"Integer weight of housing unit"
NAME,NP,N,2,"Number of persons in this household"
VAL,NP,N,2,0,0,"Vacant unit"
VAL,NP,N,2,1,1,"One person in household or any person in group quarters"
VAL,NP,N,2,2,20,"Number of persons in household"
NAME,TYPEHUGQ,C,1,"Type of unit"
VAL,TYPEHUGQ,C,1,"1","1","Housing unit"
VAL,TYPEHUGQ,C,1,"2","2","Institutional group quarters"
VAL,TYPEHUGQ,C,1,"3","3","Noninstitutional group quarters"
NAME,ACCESSINET,C,1,"Access to the Internet"
VAL,ACCESSINET,C,1,"b","b","N/A (GQ/vacant)"
VAL,ACCESSINET,C,1,"1","1","Yes, by paying a cell phone company or Internet service provider"
VAL,ACCESSINET,C,1,"2","2","Yes, without paying a cell phone company or Internet service provider"
VAL,ACCESSINET,C,1,"3","3","No access to the Internet at this house, apartment, or mobile home"
NAME,ACR,C,1,"Lot size"
VAL,ACR,C,1,"b","b","N/A (GQ/not a one-family house or mobile home)"
VAL,ACR,C,1,"1","1","House on less than one acre"
VAL,ACR,C,1,"2","2","House on one to less than ten acres"
VAL,ACR,C,1,"3","3","House on ten or more acres"
NAME,AGS,C,1,"Sales of Agriculture Products (yearly sales, no adjustment factor is applied)"
VAL,AGS,C,1,"b","b","N/A (GQ/vacant/not a one family house or mobile home/less than 1 acre)"
